group,prop_budget,method,ess_multiplier,ess_multiplier_serr,ess_multiplier_vs_classical,ess_multiplier_vs_classical_serr,coverage,coverage_serr,mean_width,mean_width_serr
all,0.03,bernoulli-uniform,0.9367124396009453,0.004288682356756999,2.8983099948323585,0.012126317812731739,0.962,0.0060491811505849775,0.052308585211634596,8.217557400223605e-05
all,0.03,classical,0.3255799537342475,0.0013901908614185384,1.0,0.0,0.952,0.006763264133666652,0.08863860371708866,0.0001207481218571312
all,0.03,cross-ppi,0.9294842865134424,0.004092530024119683,2.879608047619564,0.012376531715026468,0.959,0.006273624021118764,0.05248884009813266,8.22891628410081e-05
all,0.03,wor-active,1.2788082100091918,0.008377478546941475,3.955404290541393,0.024642593458058817,0.947,0.007088105617246489,0.0451185023039579,0.00012356569946290116
all,0.03,wor-uniform,1.0,0.0,3.127952838338903,0.013499133126258382,0.957,0.006418114379799739,0.050365524336695625,8.072679064883479e-05
all,0.04,bernoulli-active,1.1085184644122499,0.005589644861928165,3.452643926862942,0.016247397240439724,0.955,0.006558812241406064,0.04152984273433681,8.6435921029511e-05
all,0.04,bernoulli-uniform,0.914623194463912,0.003681264168488633,2.850369292868825,0.010781780384788789,0.962,0.0060491811505849775,0.04556743024289603,6.599704507421836e-05
all,0.04,classical,0.32266007867790875,0.0011750718416905458,1.0,0.0,0.963,0.005972157622389639,0.07662915392220015,8.717148738032579e-05
all,0.04,cross-ppi,0.9047770480791315,0.0034273752919885595,2.820082135530734,0.009966432492806437,0.957,0.006418114379799739,0.045785619980493415,6.203265336007379e-05
all,0.04,wor-active,1.2615587645581485,0.006964369251868368,3.930439171018919,0.02076620922763144,0.947,0.007088105617246489,0.03899656590819354,9.032435060216313e-05
all,0.04,wor-uniform,1.0,0.0,3.1400907626206656,0.011388897979447773,0.946,0.007150883521295473,0.04339841085672374,5.9719227957308495e-05
all,0.05,bernoulli-active,1.0823152184550244,0.004761362194071747,3.3958315759000404,0.01433042455629672,0.966,0.005733836139695386,0.03733314295113082,6.747304879051642e-05
all,0.05,bernoulli-uniform,0.8925284202840829,0.00305042812998501,2.8006609603126416,0.009095450900524295,0.958,0.006346359293033785,0.041000654578208874,5.149544659349418e-05
all,0.05,classical,0.3202363789854413,0.001056676464724599,1.0,0.0,0.942,0.0073953154557929906,0.0684183734208345,7.07940793191698e-05
all,0.05,cross-ppi,0.8888424839138065,0.003040292843970844,2.788556482484938,0.008937318379573634,0.964,0.005893957816165529,0.041083406285811176,4.864386741110697e-05
all,0.05,wor-active,1.2588693526925063,0.006067556839463822,3.947828478889083,0.01795985649618122,0.947,0.007088105617246489,0.03466346514225002,7.014370629168117e-05
all,0.05,wor-uniform,1.0,0.0,3.156587829373564,0.01040000177102521,0.936,0.007743640226919376,0.03862025591731067,4.632680858502155e-05
all,0.06,bernoulli-active,1.0599110749522853,0.004393600517558869,3.339672783230625,0.012831037643599087,0.957,0.006418114379799739,0.03437295712530608,5.962749803470951e-05
all,0.06,bernoulli-uniform,0.8776872404752383,0.002678893957598302,2.767535138244611,0.008002671625174018,0.954,0.006627814717380679,0.0376661192476749,4.144270050143032e-05
all,0.06,classical,0.31827210421722374,0.0009042832931124171,1.0,0.0,0.949,0.0069604200625714725,0.06252082046866413,5.9625226000280386e-05
all,0.06,cross-ppi,0.8702398909849588,0.0025548005671095007,2.744480874049179,0.0078061113697640155,0.967,0.005651808820452346,0.037817062198422575,3.7984065953906176e-05
all,0.06,wor-active,1.2587442518255347,0.005515650520546323,3.969762705506612,0.016999228594064355,0.958,0.006346359293033785,0.031563700959086366,5.934421363615547e-05
all,0.06,wor-uniform,1.0,0.0,3.167299062802231,0.008998973753503949,0.939,0.007572076091557476,0.03520488579571242,3.7639591014623624e-05
