dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage,ess_multiplier
bbh+gpqa+ifeval+math+musr,,1.0,0.05,41,0.0581497065722942,0.955244122965642,3.6525146494051155
bbh+gpqa+ifeval+math+musr,,1.0,0.05,42,0.057620421051979,0.945750452079566,3.728234207962184
bbh+gpqa+ifeval+math+musr,,1.0,0.05,43,0.0578724071383476,0.9534358047016276,3.689477208672217
bbh+gpqa+ifeval+math+musr,,1.0,0.05,44,0.0581179298460483,0.9507233273056056,3.65908084504323
bbh+gpqa+ifeval+math+musr,,1.0,0.05,45,0.0577404163777828,0.9452983725135624,3.705895785355166
bbh+gpqa+ifeval+math+musr,,1.0,0.05,46,0.0578326694667339,0.9529837251356238,3.6934566893314043
bbh+gpqa+ifeval+math+musr,,1.0,0.05,47,0.0576453246176242,0.9466546112115732,3.721984359237185
bbh+gpqa+ifeval+math+musr,,1.0,0.05,48,0.0577401593327522,0.9507233273056056,3.701857048361408
bbh+gpqa+ifeval+math+musr,,1.0,0.05,49,0.0577249675989151,0.9475587703435804,3.708613363211418
bbh+gpqa+ifeval+math+musr,,1.0,0.05,50,0.0577468648552894,0.9507233273056056,3.706619015644733
bbh+gpqa+ifeval+math+musr,,1.0,0.05,51,0.0578966625034809,0.9489150090415912,3.6793169893937576
bbh+gpqa+ifeval+math+musr,,1.0,0.05,52,0.0583824999630451,0.9547920433996384,3.6223172117115574
bbh+gpqa+ifeval+math+musr,,1.0,0.05,53,0.0576960481703281,0.9452983725135624,3.708856531377653
bbh+gpqa+ifeval+math+musr,,1.0,0.05,54,0.0576938837766647,0.9534358047016276,3.7076789962099093
bbh+gpqa+ifeval+math+musr,,1.0,0.05,55,0.057852815836668,0.945750452079566,3.69175175885002
bbh+gpqa+ifeval+math+musr,,1.0,0.05,56,0.0577235594391822,0.9489150090415912,3.7009063239401847
bbh+gpqa+ifeval+math+musr,,1.0,0.05,57,0.0578917562961578,0.9584086799276672,3.684729786013416
