prop_budget,method,seed,width,coverage
0.0100,bernoulli-uniform,461,2.931452512741089,1.0
0.0100,bernoulli-uniform,462,2.4379653930664062,1.0
0.0100,bernoulli-uniform,463,2.771455764770508,1.0
0.0100,bernoulli-uniform,464,1.903916835784912,1.0
0.0100,bernoulli-uniform,465,2.6115734577178955,1.0
0.0100,bernoulli-uniform,466,2.158928632736206,1.0
0.0100,bernoulli-uniform,467,2.7160418033599854,1.0
0.0100,bernoulli-uniform,468,3.1255569458007812,1.0
0.0100,bernoulli-uniform,469,1.9719414710998535,1.0
0.0100,bernoulli-uniform,470,6.874726295471191,1.0
0.0100,bernoulli-uniform,471,4.392254829406738,0.0
0.0100,bernoulli-uniform,472,2.3009653091430664,1.0
0.0100,bernoulli-uniform,473,3.2113218307495117,1.0
0.0100,bernoulli-uniform,474,2.987097978591919,0.0
0.0100,bernoulli-uniform,475,3.6928727626800537,1.0
0.0100,bernoulli-uniform,476,1.9357714653015137,1.0
0.0100,bernoulli-uniform,477,4.820881366729736,1.0
0.0100,bernoulli-uniform,478,3.508132219314575,1.0
0.0100,bernoulli-uniform,479,6.4313554763793945,1.0
0.0100,bernoulli-uniform,480,3.1117007732391357,1.0
0.0100,bernoulli-uniform,481,3.231564998626709,1.0
0.0100,bernoulli-uniform,482,3.01825213432312,1.0
0.0100,bernoulli-uniform,483,3.9249491691589355,1.0
0.0100,bernoulli-uniform,484,2.7052717208862305,1.0
0.0100,bernoulli-uniform,485,3.6898224353790283,1.0
0.0100,bernoulli-uniform,486,5.738432884216309,1.0
0.0100,bernoulli-uniform,487,2.886491298675537,1.0
0.0100,bernoulli-uniform,488,3.282142162322998,1.0
0.0100,bernoulli-uniform,489,2.5368950366973877,0.0
0.0100,bernoulli-uniform,490,3.8080391883850098,1.0
