dataset,prop_budget,seed,mean_width,coverage
mmlu-pro,0.475,31,0.011012674309313297,0.9480343425214641
mmlu-pro,0.475,32,0.011026924476027489,0.9525530953456847
mmlu-pro,0.5,0,0.01071256399154663,0.9507455942159965
mmlu-pro,0.5,1,0.01070498488843441,0.9462268413917759
mmlu-pro,0.5,2,0.010705919936299324,0.9462268413917759
mmlu-pro,0.5,3,0.010682917200028896,0.9412562132851333
mmlu-pro,0.5,4,0.010703704319894314,0.9534568459105287
mmlu-pro,0.5,5,0.010694527998566628,0.9421599638499775
mmlu-pro,0.5,6,0.010722733102738857,0.9435155896972436
mmlu-pro,0.5,7,0.010686170309782028,0.9457749661093539
mmlu-pro,0.5,8,0.01069420762360096,0.9502937189335744
mmlu-pro,0.5,9,0.010690095834434032,0.9480343425214641
mmlu-pro,0.5,10,0.01069724652916193,0.9507455942159965
mmlu-pro,0.5,11,0.010688481852412224,0.94713059195662
mmlu-pro,0.5,12,0.010716059245169163,0.9502937189335744
mmlu-pro,0.5,13,0.010693269781768322,0.9421599638499775
mmlu-pro,0.5,14,0.010717334225773811,0.947582467239042
mmlu-pro,0.5,15,0.010712097398936749,0.9453230908269318
mmlu-pro,0.5,16,0.010678345337510109,0.947582467239042
mmlu-pro,0.5,17,0.010713545605540276,0.9534568459105287
mmlu-pro,0.5,18,0.010700693354010582,0.9457749661093539
mmlu-pro,0.5,19,0.010702602565288544,0.956168097605061
mmlu-pro,0.5,20,0.010708323679864407,0.955716222322639
mmlu-pro,0.5,21,0.010690398514270782,0.946678716674198
mmlu-pro,0.5,22,0.010698347352445126,0.9457749661093539
mmlu-pro,0.5,23,0.01071886159479618,0.9511974694984184
mmlu-pro,0.5,24,0.010712337680161,0.9552643470402169
mmlu-pro,0.5,25,0.010704279877245426,0.956168097605061
mmlu-pro,0.5,26,0.010710357688367367,0.9489380930863082
mmlu-pro,0.5,27,0.010714503936469555,0.9484862178038862
mmlu-pro,0.5,28,0.010689995251595974,0.9570718481699051
mmlu-pro,0.5,29,0.010709486901760101,0.9480343425214641
mmlu-pro,0.5,30,0.010709637776017189,0.9498418436511523
mmlu-pro,0.5,31,0.010705946944653988,0.9439674649796657
mmlu-pro,0.5,32,0.010718373581767082,0.9552643470402169
