dataset,prop_budget,seed,mean_width,coverage
bbh+gpqa+ifeval+math+musr,0.325,2,0.018672216683626175,0.9389692585895117
bbh+gpqa+ifeval+math+musr,0.325,3,0.018663808703422546,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.325,4,0.018670257180929184,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.325,5,0.01866188459098339,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0.325,6,0.018668662756681442,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.325,7,0.018674423918128014,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.325,8,0.0186409093439579,0.9412296564195298
bbh+gpqa+ifeval+math+musr,0.325,9,0.01865319348871708,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.325,10,0.018664151430130005,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.325,11,0.01865837723016739,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.325,12,0.018659988418221474,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.325,13,0.018665838986635208,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.325,14,0.01864372193813324,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.325,15,0.018648894503712654,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.325,16,0.018661018460989,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.325,17,0.01864650845527649,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.325,18,0.018673384562134743,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.325,19,0.01863659918308258,0.9561482820976491
bbh+gpqa+ifeval+math+musr,0.325,20,0.01865234598517418,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.325,21,0.01863883249461651,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.325,22,0.01868797093629837,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.325,23,0.01866074465215206,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.325,24,0.01863839104771614,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.325,25,0.018642257899045944,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.325,26,0.018656674772500992,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.325,27,0.018670281395316124,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.325,28,0.018656881526112556,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.325,29,0.01868007890880108,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.325,30,0.018645858392119408,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.325,31,0.018683649599552155,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.325,32,0.01867155358195305,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.35,0,0.01791047863662243,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.35,1,0.01785387471318245,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.35,2,0.01790013536810875,0.9376130198915009
bbh+gpqa+ifeval+math+musr,0.35,3,0.01788966916501522,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.35,4,0.017895221710205078,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.35,5,0.017891274765133858,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0.35,6,0.01789243333041668,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.35,7,0.017897147685289383,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.35,8,0.017870204523205757,0.9416817359855334
bbh+gpqa+ifeval+math+musr,0.35,9,0.017883481457829475,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.35,10,0.017888695001602173,0.9407775768535261
bbh+gpqa+ifeval+math+musr,0.35,11,0.017884422093629837,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.35,12,0.017891984432935715,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.35,13,0.017894210293889046,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.35,14,0.017871970310807228,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.35,15,0.017876828089356422,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.35,16,0.017885398119688034,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.35,17,0.017881188541650772,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.35,18,0.017898228019475937,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.35,19,0.017863409593701363,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.35,20,0.017880389466881752,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.35,21,0.017868073657155037,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.35,22,0.017913486808538437,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.35,23,0.017887849360704422,0.9561482820976491
bbh+gpqa+ifeval+math+musr,0.35,24,0.017869548872113228,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.35,25,0.017868969589471817,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.35,26,0.01788364350795746,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.35,27,0.01789514534175396,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.35,28,0.017886562272906303,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.35,29,0.017905360087752342,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.35,30,0.01787237823009491,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.35,31,0.01790669560432434,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.35,32,0.01789635792374611,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.375,0,0.01721862703561783,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.375,1,0.017164962366223335,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.375,2,0.017209341749548912,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.375,3,0.017195699736475945,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.375,4,0.017207348719239235,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.375,5,0.017203133553266525,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.375,6,0.01719978079199791,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.375,7,0.017207713797688484,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.375,8,0.017181847244501114,0.9407775768535261
bbh+gpqa+ifeval+math+musr,0.375,9,0.017191890627145767,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.375,10,0.017195142805576324,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.375,11,0.01719236560165882,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.375,12,0.01720210164785385,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.375,13,0.01720355451107025,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.375,14,0.017185786738991737,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.375,15,0.017189109697937965,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.375,16,0.017196854576468468,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.375,17,0.017189936712384224,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.375,18,0.01720883883535862,0.9507233273056057
