lb,ub,interval width,coverage,estimator,$n_b$
-0.056772538,0.039810322,0.09658286,1,faq (full var),950
-0.056781974,0.03981976,0.09660173,1,faq (simp var),950
-0.07702604,-0.0061036013,0.070922434,0,faq (full var),950
-0.07714358,-0.0059860647,0.071157515,0,faq (simp var),950
-0.044899244,0.052955676,0.09785492,1,faq (full var),950
-0.04490049,0.052956924,0.097857416,1,faq (simp var),950
-0.02638574,0.0902741,0.11665984,1,faq (full var),950
-0.02640273,0.0902911,0.116693825,1,faq (simp var),950
-0.029851347,0.08438309,0.11423444,1,faq (full var),950
-0.02987419,0.08440594,0.11428013,1,faq (simp var),950
-0.059556976,0.023346663,0.08290364,1,faq (full var),950
-0.059625108,0.023414794,0.0830399,1,faq (simp var),950
-0.070749834,0.013160188,0.08391002,1,faq (full var),950
-0.07077274,0.013183098,0.08395584,1,faq (simp var),950
-0.0841115,0.009671222,0.09378272,1,faq (full var),950
-0.08412288,0.009682611,0.09380549,1,faq (simp var),950
-0.05455539,0.030277919,0.08483331,1,faq (full var),950
-0.0545761,0.030298628,0.08487473,1,faq (simp var),950
-0.072123036,0.025571402,0.09769444,1,faq (full var),950
-0.07214372,0.025592089,0.09773581,1,faq (simp var),950
-0.043374777,0.06635662,0.1097314,1,faq (full var),950
-0.04339593,0.066377774,0.1097737,1,faq (simp var),950
-0.047555216,0.041000284,0.0885555,1,faq (full var),950
-0.04762038,0.041065447,0.088685825,1,faq (simp var),950
-0.026715519,0.07620121,0.102916725,1,faq (full var),950
-0.026743991,0.07622968,0.10297367,1,faq (simp var),950
-0.057754166,0.030686637,0.088440806,1,faq (full var),950
-0.057757758,0.030690225,0.08844798,1,faq (simp var),950
-0.07815194,0.008734185,0.08688612,1,faq (full var),950
-0.07819894,0.0087811835,0.08698012,1,faq (simp var),950
0.037128832,0.14433312,0.10720429,0,faq (full var),950
0.0369061,0.14455587,0.107649766,0,faq (simp var),950
-0.0041200817,0.09685948,0.10097956,1,faq (full var),950
-0.0041807033,0.0969201,0.1011008,1,faq (simp var),950
-0.090655446,0.0023171343,0.09297258,1,faq (full var),950
-0.09072122,0.0023829155,0.09310414,1,faq (simp var),950
-0.044230994,0.04500864,0.089239635,1,faq (full var),950
-0.044238616,0.045016263,0.08925488,1,faq (simp var),950
0.013438012,0.12909499,0.11565697,0,faq (full var),950
0.013322521,0.12921049,0.11588797,0,faq (simp var),950
-0.051778886,0.039951,0.09172989,1,faq (full var),950
-0.05177889,0.039951004,0.091729894,1,faq (simp var),950
-0.08232238,-0.0006180778,0.0817043,0,faq (full var),950
-0.08242875,-0.0005117059,0.08191705,0,faq (simp var),950
-0.036284924,0.053353667,0.08963859,1,faq (full var),950
-0.03629423,0.053362966,0.089657195,1,faq (simp var),950
-0.00078101456,0.11006059,0.1108416,1,faq (full var),950
-0.0008516051,0.110131174,0.110982776,1,faq (simp var),950
-0.062795274,0.03529895,0.098094225,1,faq (full var),950
-0.0627959,0.035299584,0.098095484,1,faq (simp var),950
-0.04533408,0.04986956,0.09520364,1,faq (full var),950
-0.04533472,0.049870193,0.09520491,1,faq (simp var),950
-0.03650698,0.059333414,0.095840394,1,faq (full var),950
-0.036507122,0.059333555,0.09584068,1,faq (simp var),950
-0.021996507,0.07643959,0.098436095,1,faq (full var),950
-0.022003355,0.07644644,0.09844979,1,faq (simp var),950
-0.045429394,0.058803625,0.10423302,1,faq (full var),950
-0.045437872,0.058812104,0.10424998,1,faq (simp var),950
-0.06629714,0.023600897,0.08989804,1,faq (full var),950
-0.06635374,0.023657488,0.090011224,1,faq (simp var),950
-0.05807754,0.03523195,0.09330949,1,faq (full var),950
-0.058125664,0.035280075,0.09340574,1,faq (simp var),950
-0.035134133,0.06255619,0.09769033,1,faq (full var),950
-0.035139676,0.062561736,0.097701415,1,faq (simp var),950
-0.08795029,-0.0006269179,0.08732337,0,faq (full var),950
-0.08807974,-0.00049746037,0.08758228,0,faq (simp var),950
-0.006198328,0.09471735,0.100915685,1,faq (full var),950
-0.0062433593,0.094762385,0.10100575,1,faq (simp var),950
-0.025169738,0.067770936,0.09294067,1,faq (full var),950
-0.025180612,0.067781806,0.092962414,1,faq (simp var),950
-0.070070714,0.012610476,0.082681194,1,faq (full var),950
-0.070126146,0.012665909,0.08279206,1,faq (simp var),950
-0.03192648,0.04801834,0.07994482,1,faq (full var),950
-0.031951904,0.048043765,0.07999567,1,faq (simp var),950
-0.03872183,0.06230045,0.10102228,1,faq (full var),950
-0.038739104,0.062317725,0.10105683,1,faq (simp var),950
-0.04896019,0.05523551,0.1041957,1,faq (full var),950
-0.048960634,0.055235952,0.104196586,1,faq (simp var),950
-0.0907802,-0.013850469,0.07692973,0,faq (full var),950
-0.09085867,-0.013772,0.07708667,0,faq (simp var),950
-0.04863056,0.02672929,0.07535985,1,faq (full var),950
-0.048664846,0.026763573,0.07542842,1,faq (simp var),950
-0.0607465,0.022347143,0.08309364,1,faq (full var),950
-0.060802363,0.022403007,0.08320537,1,faq (simp var),950
-0.009597119,0.088899076,0.0984962,1,faq (full var),950
-0.009620093,0.088922046,0.09854214,1,faq (simp var),950
-0.022355065,0.08894922,0.11130428,1,faq (full var),950
-0.022371478,0.08896563,0.11133711,1,faq (simp var),950
-0.058869064,0.028508976,0.08737804,1,faq (full var),950
-0.058874633,0.028514545,0.08738918,1,faq (simp var),950
-0.061682776,0.023520814,0.08520359,1,faq (full var),950
-0.06173674,0.023574779,0.08531152,1,faq (simp var),950
0.010849271,0.12601909,0.11516982,0,faq (full var),950
0.010703202,0.12616515,0.115461946,0,faq (simp var),950
-0.030928288,0.07542707,0.106355354,1,faq (full var),950
-0.030972645,0.07547143,0.106444076,1,faq (simp var),950
-0.02215665,0.06697058,0.08912723,1,faq (full var),950
-0.02215756,0.06697149,0.089129046,1,faq (simp var),950
-0.049342632,0.05072645,0.10006908,1,faq (full var),950
-0.049343266,0.050727084,0.10007035,1,faq (simp var),950
-0.08401563,-0.010404259,0.07361137,0,faq (full var),950
-0.08425322,-0.010166671,0.07408655,0,faq (simp var),950
-0.06782997,0.014669297,0.082499266,1,faq (full var),950
-0.06785465,0.014693981,0.08254863,1,faq (simp var),950
-0.043781046,0.040372346,0.08415339,1,faq (full var),950
-0.04378625,0.04037755,0.0841638,1,faq (simp var),950
-0.008025508,0.09067316,0.098698676,1,faq (full var),950
-0.008050825,0.09069848,0.09874931,1,faq (simp var),950
-0.043571264,0.056536175,0.10010744,1,faq (full var),950
-0.04358616,0.056551073,0.100137234,1,faq (simp var),950
-0.06590221,0.025785768,0.09168798,1,faq (full var),950
-0.065908276,0.025791837,0.091700114,1,faq (simp var),950
0.007173449,0.11544557,0.10827212,0,faq (full var),950
0.0070843548,0.11553466,0.10845031,0,faq (simp var),950
-0.06564605,0.017184533,0.082830586,1,faq (full var),950
-0.06568157,0.01722005,0.08290162,1,faq (simp var),950
-0.07499388,0.0045138337,0.07950771,1,faq (full var),950
-0.07502397,0.004543923,0.079567894,1,faq (simp var),950
-0.06687312,0.01909386,0.085966974,1,faq (full var),950
-0.06689443,0.019115169,0.08600959,1,faq (simp var),950
-0.038902976,0.06161797,0.100520946,1,faq (full var),950
-0.03890298,0.061617974,0.10052095,1,faq (simp var),950
-0.049277537,0.037754662,0.0870322,1,faq (full var),950
-0.049470857,0.037947975,0.08741883,1,faq (simp var),950
-0.05478181,0.041735284,0.09651709,1,faq (full var),950
-0.054785024,0.0417385,0.09652352,1,faq (simp var),950
-0.07717098,0.014533818,0.0917048,1,faq (full var),950
-0.077200234,0.014563065,0.0917633,1,faq (simp var),950
-0.0136762,0.09300867,0.10668486,1,faq (full var),950
-0.013697382,0.09302984,0.10672723,1,faq (simp var),950
-0.030308189,0.07185711,0.1021653,1,faq (full var),950
-0.030310875,0.07185979,0.10217067,1,faq (simp var),950
-0.045180507,0.046629734,0.09181024,1,faq (full var),950
-0.04518059,0.046629816,0.091810405,1,faq (simp var),950
-0.08490338,0.0063212663,0.09122465,1,faq (full var),950
-0.08495028,0.006368164,0.09131844,1,faq (simp var),950
-0.023527842,0.06611049,0.08963834,1,faq (full var),950
-0.023540583,0.06612323,0.08966382,1,faq (simp var),950
-0.03788639,0.06334828,0.10123467,1,faq (full var),950
-0.037891738,0.06335363,0.101245366,1,faq (simp var),950
-0.04743962,0.06277238,0.110212,1,faq (full var),950
-0.047442257,0.062775016,0.11021727,1,faq (simp var),950
-0.04564321,0.042472474,0.088115685,1,faq (full var),950
-0.045643236,0.0424725,0.08811574,1,faq (simp var),950
-0.051314212,0.037185147,0.08849936,1,faq (full var),950
-0.05134248,0.037213407,0.08855589,1,faq (simp var),950
0.014534149,0.13321182,0.118677676,0,faq (full var),950
0.014436848,0.13330913,0.11887228,0,faq (simp var),950
-0.009556979,0.085008904,0.09456588,1,faq (full var),950
-0.009568412,0.08502033,0.09458874,1,faq (simp var),950
-0.0136631355,0.09823945,0.11190259,1,faq (full var),950
-0.013762511,0.09833883,0.11210134,1,faq (simp var),950
-0.052336343,0.05047974,0.10281608,1,faq (full var),950
-0.052336372,0.05047977,0.10281614,1,faq (simp var),950
-0.059070803,0.020476148,0.07954695,1,faq (full var),950
-0.059083644,0.020488989,0.07957263,1,faq (simp var),950
-0.0069621503,0.1113099,0.11827205,1,faq (full var),950
-0.006989613,0.11133736,0.11832698,1,faq (simp var),950
-0.06054176,0.03625228,0.09679404,1,faq (full var),950
-0.06054371,0.036254227,0.096797936,1,faq (simp var),950
-0.02776652,0.026821697,0.054588217,1,faq (full var),2755
-0.027768608,0.026823785,0.054592393,1,faq (simp var),2755
-0.031352513,0.022952177,0.05430469,1,faq (full var),2755
-0.03135783,0.022957493,0.05431532,1,faq (simp var),2755
-0.039517198,0.014027088,0.053544287,1,faq (full var),2755
-0.03952489,0.014034781,0.053559672,1,faq (simp var),2755
-0.03313744,0.021292334,0.054429777,1,faq (full var),2755
-0.03314636,0.02130125,0.05444761,1,faq (simp var),2755
-0.044690967,0.012377305,0.057068273,1,faq (full var),2755
-0.044695072,0.012381412,0.057076484,1,faq (simp var),2755
-0.018305438,0.033865206,0.05217064,1,faq (full var),2755
-0.01830575,0.03386552,0.052171268,1,faq (simp var),2755
-0.03778718,0.019371241,0.05715842,1,faq (full var),2755
-0.037789956,0.01937402,0.057163976,1,faq (simp var),2755
-0.042673815,0.009295512,0.051969327,1,faq (full var),2755
-0.042690396,0.009312093,0.05200249,1,faq (simp var),2755
0.012481391,0.077401526,0.064920135,0,faq (full var),2755
0.01244162,0.0774413,0.06499968,0,faq (simp var),2755
-0.014805158,0.04189423,0.056699388,1,faq (full var),2755
-0.014805899,0.041894972,0.05670087,1,faq (simp var),2755
-0.0039227456,0.051863104,0.05578585,1,faq (full var),2755
-0.003924351,0.05186471,0.05578906,1,faq (simp var),2755
-0.01695465,0.03676736,0.05372201,1,faq (full var),2755
-0.016955025,0.036767736,0.05372276,1,faq (simp var),2755
-0.028917061,0.021930767,0.05084783,1,faq (full var),2755
-0.028932212,0.021945918,0.05087813,1,faq (simp var),2755
-0.056535546,-0.0025157072,0.05401984,0,faq (full var),2755
-0.056563787,-0.0024874676,0.05407632,0,faq (simp var),2755
-0.04768135,0.005057063,0.052738413,1,faq (full var),2755
-0.04769759,0.0050733015,0.05277089,1,faq (simp var),2755
-0.0025102738,0.0595679,0.06207817,1,faq (full var),2755
-0.0025225263,0.059580147,0.062102675,1,faq (simp var),2755
-0.048468888,0.0022218619,0.050690748,1,faq (full var),2755
-0.04847925,0.0022322293,0.050711483,1,faq (simp var),2755
-0.06119126,-0.008671915,0.052519344,0,faq (full var),2755
-0.061209697,-0.008653481,0.052556217,0,faq (simp var),2755
-0.022401003,0.03386414,0.056265146,1,faq (full var),2755
-0.022401089,0.033864226,0.056265317,1,faq (simp var),2755
-0.05813896,-0.007929698,0.05020926,0,faq (full var),2755
-0.058158018,-0.007910639,0.05024738,0,faq (simp var),2755
-0.002938781,0.053348474,0.056287255,1,faq (full var),2755
-0.002939023,0.053348716,0.05628774,1,faq (simp var),2755
-0.049948953,0.005119318,0.05506827,1,faq (full var),2755
-0.049965344,0.005135713,0.05510106,1,faq (simp var),2755
-0.03327451,0.021563983,0.054838493,1,faq (full var),2755
-0.03327467,0.02156414,0.05483881,1,faq (simp var),2755
-0.04196858,0.017068911,0.05903749,1,faq (full var),2755
-0.041968796,0.017069127,0.059037924,1,faq (simp var),2755
-0.030375164,0.02076282,0.051137984,1,faq (full var),2755
-0.0303809,0.020768555,0.051149454,1,faq (simp var),2755
-0.026544347,0.029711045,0.056255393,1,faq (full var),2755
-0.026544347,0.029711045,0.056255393,1,faq (simp var),2755
-0.006396707,0.046384446,0.052781153,1,faq (full var),2755
-0.006404817,0.046392556,0.052797373,1,faq (simp var),2755
-0.03945081,0.016360048,0.055810858,1,faq (full var),2755
-0.039451834,0.016361069,0.055812903,1,faq (simp var),2755
-0.05859057,-0.008143237,0.05044733,0,faq (full var),2755
-0.058614086,-0.008119721,0.050494365,0,faq (simp var),2755
-0.033639874,0.020690117,0.05432999,1,faq (full var),2755
-0.03364727,0.02069751,0.05434478,1,faq (simp var),2755
-0.019485941,0.033440895,0.05292684,1,faq (full var),2755
-0.0194893,0.033444252,0.05293355,1,faq (simp var),2755
-2.5305897e-05,0.053693984,0.05371929,0,faq (full var),2755
-2.5939196e-05,0.053694617,0.053720556,0,faq (simp var),2755
-0.016568966,0.038335606,0.054904573,1,faq (full var),2755
-0.016570032,0.038336672,0.054906704,1,faq (simp var),2755
-0.05200572,0.0011609308,0.05316665,1,faq (full var),2755
-0.052031048,0.0011862591,0.053217307,1,faq (simp var),2755
-0.05236733,-0.0025996976,0.049767632,0,faq (full var),2755
-0.052382514,-0.0025845133,0.049798,0,faq (simp var),2755
-0.055364437,-0.007653199,0.04771124,0,faq (full var),2755
-0.055396754,-0.0076208822,0.047775872,0,faq (simp var),2755
-0.008977339,0.049377177,0.058354516,1,faq (full var),2755
-0.00898103,0.04938087,0.0583619,1,faq (simp var),2755
-0.011618365,0.04378138,0.055399746,1,faq (full var),2755
-0.011621211,0.043784227,0.055405438,1,faq (simp var),2755
-0.021715697,0.036062885,0.057778582,1,faq (full var),2755
-0.021719817,0.036067005,0.057786822,1,faq (simp var),2755
-0.033605333,0.022255383,0.055860717,1,faq (full var),2755
-0.033619925,0.022269972,0.055889897,1,faq (simp var),2755
-0.025192672,0.029017607,0.05421028,1,faq (full var),2755
-0.025198987,0.029023921,0.054222908,1,faq (simp var),2755
0.0031504482,0.06307312,0.059922673,0,faq (full var),2755
0.003140876,0.063082695,0.05994182,0,faq (simp var),2755
-0.01429222,0.044825412,0.05911763,1,faq (full var),2755
-0.014293317,0.044826508,0.059119824,1,faq (simp var),2755
-0.042516056,0.012664585,0.055180643,1,faq (full var),2755
-0.042519573,0.012668102,0.055187676,1,faq (simp var),2755
-0.027175434,0.030018516,0.05719395,1,faq (full var),2755
-0.027175685,0.030018767,0.057194453,1,faq (simp var),2755
-0.024684146,0.034109533,0.05879368,1,faq (full var),2755
-0.024686981,0.03411237,0.058799352,1,faq (simp var),2755
-0.0322106,0.025958765,0.058169365,1,faq (full var),2755
-0.032213226,0.025961395,0.05817462,1,faq (simp var),2755
-0.005633775,0.0515049,0.057138674,1,faq (full var),2755
-0.0056410786,0.051512204,0.057153285,1,faq (simp var),2755
-0.035653174,0.014700072,0.050353244,1,faq (full var),2755
-0.03566742,0.0147143155,0.050381735,1,faq (simp var),2755
-0.027412761,0.025419183,0.052831944,1,faq (full var),2755
-0.027422272,0.025428694,0.052850965,1,faq (simp var),2755
-0.02684348,0.025668863,0.052512344,1,faq (full var),2755
-0.026853943,0.025679326,0.05253327,1,faq (simp var),2755
-0.03271552,0.020323897,0.053039417,1,faq (full var),2755
-0.032732926,0.020341303,0.05307423,1,faq (simp var),2755
-0.019311836,0.039506264,0.058818102,1,faq (full var),2755
-0.019312168,0.0395066,0.058818765,1,faq (simp var),2755
-0.006979581,0.057871338,0.06485092,1,faq (full var),2755
-0.0069872066,0.057878964,0.06486617,1,faq (simp var),2755
-0.033354994,0.018161763,0.051516756,1,faq (full var),2755
-0.033355735,0.018162504,0.05151824,1,faq (simp var),2755
-0.030780029,0.023905355,0.054685384,1,faq (full var),2755
-0.030782223,0.02390755,0.054689772,1,faq (simp var),2755
-0.03535414,0.021652251,0.057006393,1,faq (full var),2755
-0.03538407,0.021682177,0.057066247,1,faq (simp var),2755
-0.02692976,0.029676544,0.056606304,1,faq (full var),2755
-0.026930623,0.029677406,0.05660803,1,faq (simp var),2755
-0.024296843,0.028202806,0.05249965,1,faq (full var),2755
-0.024298595,0.028204558,0.052503154,1,faq (simp var),2755
-0.037178442,0.01749578,0.054674223,1,faq (full var),2755
-0.037180737,0.017498078,0.054678813,1,faq (simp var),2755
-0.032808788,0.019787822,0.05259661,1,faq (full var),2755
-0.032808892,0.019787926,0.05259682,1,faq (simp var),2755
-0.04984913,-0.002772808,0.047076322,0,faq (full var),2755
-0.04987358,-0.002748359,0.04712522,0,faq (simp var),2755
-0.0380645,0.014823881,0.05288838,1,faq (full var),2755
-0.038065474,0.014824859,0.052890334,1,faq (simp var),2755
-0.04121143,0.0107452525,0.051956683,1,faq (full var),2755
-0.041220583,0.010754404,0.051974986,1,faq (simp var),2755
-0.030792823,0.02486541,0.055658232,1,faq (full var),2755
-0.030794563,0.02486715,0.05566171,1,faq (simp var),2755
-0.0346005,0.022358954,0.056959454,1,faq (full var),2755
-0.034600504,0.022358958,0.05695946,1,faq (simp var),2755
-0.0027401801,0.056209505,0.058949687,1,faq (full var),2755
-0.0027490854,0.05621841,0.058967497,1,faq (simp var),2755
-0.017240938,0.040241055,0.057481993,1,faq (full var),2755
-0.017241746,0.040241867,0.057483613,1,faq (simp var),2755
-0.034680333,0.019063994,0.053744327,1,faq (full var),2755
-0.034680486,0.019064147,0.053744633,1,faq (simp var),2755
-0.016953934,0.03872642,0.055680353,1,faq (full var),2755
-0.016953953,0.03872644,0.055680394,1,faq (simp var),2755
-0.013059493,0.04296071,0.056020204,1,faq (full var),2755
-0.01306041,0.042961627,0.056022037,1,faq (simp var),2755
-0.025166107,0.033908136,0.059074245,1,faq (full var),2755
-0.025166169,0.033908196,0.059074365,1,faq (simp var),2755
-0.026229687,0.025400963,0.05163065,1,faq (full var),2755
-0.02624416,0.025415435,0.051659595,1,faq (simp var),2755
-0.022001542,0.037415646,0.05941719,1,faq (full var),2755
-0.02200235,0.037416454,0.059418805,1,faq (simp var),2755
-0.027718082,0.026451834,0.054169916,1,faq (full var),2755
-0.027720653,0.026454404,0.054175057,1,faq (simp var),2755
-0.031495437,0.022035705,0.05353114,1,faq (full var),2755
-0.031504016,0.022044284,0.0535483,1,faq (simp var),2755
-0.054771096,-0.0033764634,0.051394634,0,faq (full var),2755
-0.054818228,-0.003329331,0.0514889,0,faq (simp var),2755
-0.043726496,0.01078593,0.054512426,1,faq (full var),2755
-0.04372661,0.01078604,0.05451265,1,faq (simp var),2755
-0.0067138057,0.055348895,0.062062703,1,faq (full var),2755
-0.0067221336,0.05535722,0.062079355,1,faq (simp var),2755
-0.0111080725,0.046280257,0.057388328,1,faq (full var),2755
-0.011108208,0.04628039,0.0573886,1,faq (simp var),2755
-0.03334364,0.01955045,0.05289409,1,faq (full var),2755
-0.033351205,0.019558018,0.052909225,1,faq (simp var),2755
-0.010304857,0.051361654,0.06166651,1,faq (full var),2755
-0.010314951,0.051371746,0.061686695,1,faq (simp var),2755
-0.022374816,0.032445103,0.05481992,1,faq (full var),2755
-0.02237482,0.032445107,0.054819927,1,faq (simp var),2755
0.008823829,0.07061108,0.061787255,0,faq (full var),2755
0.0088111255,0.070623785,0.06181266,0,faq (simp var),2755
-0.018818462,0.035747565,0.054566026,1,faq (full var),2755
-0.018820515,0.03574962,0.05457014,1,faq (simp var),2755
-0.03418962,0.020988896,0.055178516,1,faq (full var),2755
-0.034189638,0.020988913,0.055178553,1,faq (simp var),2755
-0.033065036,0.023664936,0.056729972,1,faq (full var),2755
-0.033066362,0.023666263,0.056732625,1,faq (simp var),2755
-0.024141787,0.0311794,0.055321187,1,faq (full var),2755
-0.024141945,0.031179558,0.055321503,1,faq (simp var),2755
-0.030732058,0.02061379,0.051345848,1,faq (full var),2755
-0.030744053,0.020625789,0.051369842,1,faq (simp var),2755
-0.011190033,0.0466569,0.057846934,1,faq (full var),2755
-0.011193084,0.046659954,0.057853036,1,faq (simp var),2755
-0.015633084,0.040004864,0.05563795,1,faq (full var),2755
-0.015633095,0.04000488,0.055637974,1,faq (simp var),2755
-0.02666087,0.03022343,0.0568843,1,faq (full var),2755
-0.026660904,0.030223463,0.056884367,1,faq (simp var),2755
-0.01351469,0.043882143,0.057396833,1,faq (full var),2755
-0.013514761,0.043882214,0.057396974,1,faq (simp var),2755
-0.046183635,0.008541908,0.054725543,1,faq (full var),2755
-0.046191715,0.00854999,0.054741703,1,faq (simp var),2755
-0.024093352,0.035586935,0.059680287,1,faq (full var),2755
-0.024093362,0.035586946,0.059680305,1,faq (simp var),2755
-0.024310604,0.031061497,0.0553721,1,faq (full var),2755
-0.024313157,0.03106405,0.055377208,1,faq (simp var),2755
-0.020835578,0.036452014,0.057287592,1,faq (full var),2755
-0.020835713,0.036452144,0.057287857,1,faq (simp var),2755
-0.020089844,0.040285505,0.060375348,1,faq (full var),2755
-0.020094106,0.040289767,0.06038387,1,faq (simp var),2755
-0.0455053,0.005718479,0.051223777,1,faq (full var),2755
-0.045537174,0.005750349,0.051287524,1,faq (simp var),2755
-0.034460768,0.020780856,0.055241622,1,faq (full var),2755
-0.03446348,0.020783564,0.055247046,1,faq (simp var),2755
0.00035461038,0.045448598,0.045093987,0,faq (full var),4561
0.000350317,0.045452893,0.045102574,0,faq (simp var),4561
-0.033310242,0.0093474155,0.04265766,1,faq (full var),4561
-0.033311173,0.009348347,0.04265952,1,faq (simp var),4561
-0.0177553,0.027402196,0.045157496,1,faq (full var),4561
-0.01775654,0.02740344,0.04515998,1,faq (simp var),4561
-0.035760224,0.006604729,0.042364955,1,faq (full var),4561
-0.03576292,0.0066074263,0.04237035,1,faq (simp var),4561
-0.028993458,0.014891489,0.043884948,1,faq (full var),4561
-0.028998338,0.01489637,0.04389471,1,faq (simp var),4561
-0.025415713,0.018093085,0.043508798,1,faq (full var),4561
-0.025415897,0.01809327,0.043509167,1,faq (simp var),4561
-0.01315234,0.030698104,0.043850444,1,faq (full var),4561
-0.01315238,0.030698143,0.043850522,1,faq (simp var),4561
-0.03143938,0.011064031,0.04250341,1,faq (full var),4561
-0.031445827,0.0110704815,0.04251631,1,faq (simp var),4561
-0.030693196,0.010811154,0.04150435,1,faq (full var),4561
-0.030696832,0.01081479,0.04151162,1,faq (simp var),4561
-0.008507489,0.03525571,0.0437632,1,faq (full var),4561
-0.008513448,0.035261672,0.04377512,1,faq (simp var),4561
0.0024302509,0.049230367,0.046800114,0,faq (full var),4561
0.0024229623,0.049237657,0.046814695,0,faq (simp var),4561
-0.0051321667,0.044034928,0.049167097,1,faq (full var),4561
-0.0051405095,0.04404327,0.04918378,1,faq (simp var),4561
-0.036861192,0.004297655,0.041158848,1,faq (full var),4561
-0.036867112,0.0043035764,0.041170686,1,faq (simp var),4561
-0.03571749,0.007116285,0.042833775,1,faq (full var),4561
-0.03572636,0.007125155,0.042851515,1,faq (simp var),4561
-0.04103144,-0.0035662837,0.037465155,0,faq (full var),4561
-0.041052673,-0.0035450496,0.037507623,0,faq (simp var),4561
-0.014717904,0.029930178,0.04464808,1,faq (full var),4561
-0.014717945,0.029930219,0.044648163,1,faq (simp var),4561
0.008409729,0.05761756,0.04920783,0,faq (full var),4561
0.0084011685,0.05762612,0.04922495,0,faq (simp var),4561
-0.023009297,0.019835636,0.042844933,1,faq (full var),4561
-0.02300977,0.01983611,0.04284588,1,faq (simp var),4561
-0.02049461,0.021462277,0.041956887,1,faq (full var),4561
-0.020494904,0.021462567,0.04195747,1,faq (simp var),4561
-0.053987913,-0.014596561,0.039391354,0,faq (full var),4561
-0.054023184,-0.01456129,0.039461896,0,faq (simp var),4561
-0.021485941,0.023182804,0.044668745,1,faq (full var),4561
-0.021485964,0.023182826,0.04466879,1,faq (simp var),4561
-0.022666814,0.021479147,0.04414596,1,faq (full var),4561
-0.022667028,0.02147936,0.04414639,1,faq (simp var),4561
-0.03263589,0.011796041,0.044431932,1,faq (full var),4561
-0.0326366,0.011796751,0.04443335,1,faq (simp var),4561
-0.015248237,0.028113348,0.043361586,1,faq (full var),4561
-0.015248239,0.02811335,0.04336159,1,faq (simp var),4561
-0.025074774,0.015821857,0.04089663,1,faq (full var),4561
-0.025078105,0.015825188,0.040903293,1,faq (simp var),4561
-0.03759511,0.0026475694,0.04024268,1,faq (full var),4561
-0.037605397,0.0026578568,0.040263254,1,faq (simp var),4561
-0.023445282,0.02267,0.046115283,1,faq (full var),4561
-0.023445329,0.022670047,0.046115376,1,faq (simp var),4561
-0.01505878,0.028715203,0.043773983,1,faq (full var),4561
-0.015059229,0.028715651,0.04377488,1,faq (simp var),4561
-0.023325143,0.017236909,0.040562052,1,faq (full var),4561
-0.023326367,0.017238133,0.0405645,1,faq (simp var),4561
-0.021079216,0.020303894,0.04138311,1,faq (full var),4561
-0.021079216,0.020303894,0.04138311,1,faq (simp var),4561
0.0035570916,0.050410546,0.046853453,0,faq (full var),4561
